,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
3944696,264752,2012-12-17 13:49:32,15,55,,,55,87015,3,4.0,0,4.99,0.0236,5.48,1,155.57,1,10979,1,8,2,0,1,0,,,0,,,,,,,1.0,0.0,8.0,,,,0.0,0.0,,,,,,,,,,,0,,0
4922572,330404,2013-01-29 19:11:49,5,219,,,219,131660,3,4.5,1,2.08,0.0002,4.91,36,189.0,0,13216,2,83,2,1,1,0,,2096.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4414647,296241,2012-11-01 12:37:49,14,100,,,60,82513,4,4.0,0,5.14,0.0139,4.63,4,56.2,0,28150,1,5,1,0,1,0,,4156.57,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2005710,134605,2013-05-06 22:08:31,22,92,,,219,18569,4,4.5,1,4.74,0.6724,6.05,4,259.31,0,4447,5,167,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
775145,51847,2013-04-10 21:32:29,14,100,,,100,82743,3,5.0,1,1.79,,5.06,14,107.47,0,10292,1,3,2,0,1,1,,149.85,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2787190,187078,2013-05-18 13:50:34,5,219,,,219,79691,2,4.0,1,1.79,0.27399999999999997,4.3,4,66.0,0,18593,1,3,2,0,1,0,,30.55,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2615175,175535,2013-05-09 17:54:01,5,219,,,219,112661,3,4.5,1,1.61,0.0125,5.18,24,107.0,0,26765,4,25,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2322140,155926,2013-03-26 19:39:32,5,219,,,219,16532,3,3.5,1,3.09,,4.32,26,65.0,0,7376,1,1,1,0,1,0,,104.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2098394,140853,2012-12-14 17:21:49,16,31,3.67,202.33,73,5350,2,3.5,0,0.69,0.0017,4.47,20,65.81,0,18367,2,3,2,0,1,0,,731.5,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2234091,150000,2013-05-25 19:22:29,5,219,,,219,94187,3,4.5,0,3.91,0.2638,5.65,20,104.0,0,12682,2,2,3,0,1,0,,82.76,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4585757,307666,2012-12-24 09:46:00,5,219,,,219,93819,2,3.5,1,1.95,0.0587,4.36,9,59.0,1,12812,1,2,1,0,1,0,-13.6578,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
146278,9811,2013-01-28 18:18:48,15,55,,,55,69794,3,3.5,0,4.51,,4.62,30,65.91,0,26380,1,1,2,0,1,0,,114.39,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
1409780,94514,2013-03-25 10:55:47,5,219,3.26,197.48,219,3858,4,4.5,0,5.7,0.5035,5.92,25,409.0,0,5872,1,1,1,1,1,0,,1096.41,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
2823483,189619,2013-01-06 22:10:33,5,219,,,219,86672,3,4.5,1,0.69,,4.98,7,143.0,0,417,1,22,2,0,1,0,,4.67,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
2988639,200679,2013-05-27 06:13:55,14,100,,,31,17795,4,4.0,0,6.87,0.1371,5.55,2,124.75,1,15620,3,36,2,0,1,0,,3714.52,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4119991,276408,2013-01-02 11:39:05,5,154,3.33,28.35,219,9210,3,4.0,1,2.56,0.0357,4.64,29,124.0,0,20583,1,47,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
587324,39213,2013-03-21 06:55:31,14,100,,,100,64773,2,2.5,1,1.1,0.025,4.81,8,82.91,0,19823,1,0,1,0,1,1,,106.51,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,11.0,0,,0
4164706,279431,2013-06-11 12:59:01,18,129,,,129,9717,3,3.5,1,4.74,0.0696,0.0,1,71.9,1,18433,4,6,2,0,1,0,,,0,,,,1.0,0.0,23.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
992694,66308,2013-04-04 18:33:49,5,219,,,219,123157,4,4.0,0,3.22,0.1652,5.19,3,119.0,0,16794,1,26,4,0,2,0,,108.45,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4811184,322837,2013-04-01 10:01:54,5,219,,,219,24063,2,3.0,1,2.71,0.10099999999999999,4.09,29,55.0,0,15684,1,2,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,,0,,0
2103465,141180,2013-06-06 18:50:54,5,219,,,220,115111,4,0.0,0,0.0,,0.0,2,162.0,0,23920,1,1,2,0,1,1,,9010.44,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4255190,285588,2013-05-19 07:07:27,5,219,,,219,64884,4,4.5,0,4.9,0.7109,5.32,18,250.0,0,4045,2,12,2,0,1,1,-11.7969,321.63,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
357932,23967,2013-05-22 00:43:21,22,92,,,100,90879,3,4.0,1,4.45,0.2948,5.09,22,162.67,0,12454,3,74,2,0,1,0,,,0,,,,0.0,0.0,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0
2986314,200532,2013-04-09 19:47:22,5,219,,,219,33509,3,3.5,0,1.79,0.0093,4.67,12,70.0,1,13870,2,2,1,0,1,1,,344.31,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4422243,296729,2013-04-08 11:11:48,5,219,,,219,98444,3,4.0,1,2.3,0.0495,5.1,6,149.0,0,22164,1,2,2,0,1,0,,72.7,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
580039,38746,2012-11-06 12:50:34,29,132,,,59,21054,3,4.0,1,3.97,0.1132,4.16,16,66.63,0,16576,2,267,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2739921,183921,2013-05-06 00:35:51,22,117,,,205,138172,3,3.5,0,0.0,0.0019,5.02,29,90.44,0,28317,3,5,4,0,2,1,-4.9552,,0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
4088887,274277,2013-04-20 11:31:08,15,55,,,55,137739,3,0.0,1,0.0,,4.37,15,106.63,0,1609,1,6,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3580028,240466,2013-05-07 20:30:51,17,98,,,98,109735,4,4.0,0,0.0,,4.98,19,51.67,0,10907,1,41,2,0,1,0,,,1,,,,,,,,,,0.0,0.0,,1.0,0.0,22.0,,,,,,,,,,0,,0
799150,53457,2013-05-13 13:35:20,5,219,,,219,88310,4,4.0,1,0.69,0.0516,4.76,28,159.0,0,15981,1,28,1,0,1,0,-30.2801,57.47,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2856575,191896,2013-06-05 09:37:01,14,100,,,219,21808,4,4.5,0,4.22,,0.0,14,468.83,0,5313,1,3,1,0,1,1,,447.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1736036,116577,2013-05-19 20:02:48,5,219,,,219,12196,2,2.0,1,0.69,,4.2,4,69.0,0,15206,1,2,2,0,1,0,,109.69,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2800325,188002,2013-04-18 21:35:18,24,216,,,56,29619,4,4.0,1,4.53,,5.02,24,78.7,1,78,1,134,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2886382,193857,2013-06-13 16:27:05,5,219,,,59,52394,4,4.5,1,2.2,0.0105,0.0,22,330.0,1,6659,4,123,2,0,1,0,,814.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3381067,227107,2013-06-24 18:37:56,5,219,,,100,87474,4,4.5,1,3.89,,0.0,33,162.0,0,20799,3,35,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3471865,233103,2013-06-11 16:05:47,5,219,,,219,86202,2,2.5,1,2.48,0.0833,0.0,31,56.0,0,17582,1,5,2,1,1,0,,1025.99,1,,,,,,,,,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,5.0,0,,0
2209018,148352,2013-06-29 13:40:31,15,55,,,31,54542,4,4.0,0,2.71,0.0165,0.0,13,188.62,0,18619,7,77,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3710527,249173,2013-01-25 19:46:11,5,219,,,219,59503,3,4.5,1,2.56,0.0313,5.06,36,104.0,1,28201,4,20,2,1,1,1,,346.0,1,,,,1.0,0.0,24.0,1.0,0.0,24.0,,,,,,,,,,,,,1.0,0.0,24.0,0,,0
3641034,244602,2013-01-19 18:29:26,5,219,,,55,94082,5,4.5,1,5.25,0.3091,6.21,24,3055.0,0,5450,2,61,2,2,1,1,-23.268,3688.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3795088,254873,2013-05-21 18:33:38,5,219,,,219,7850,3,4.0,1,2.08,0.3474,4.78,12,89.0,0,23661,1,9,2,1,1,1,-44.1445,98.06,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3833454,257375,2013-05-14 11:37:51,4,50,,,70,129214,3,3.5,1,5.34,0.1569,5.07,32,61.36,0,22136,1,1,2,0,1,0,,4945.92,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3034658,203794,2013-03-14 07:31:48,5,219,,,219,84707,3,4.5,1,2.56,0.0957,4.8,1,149.0,0,22097,2,1,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4361102,292585,2012-12-15 11:15:49,5,219,,,219,38836,2,2.0,1,2.64,,4.88,29,70.0,0,16458,2,12,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3123459,209746,2013-03-28 11:05:55,5,219,,,219,820,3,3.0,1,2.56,,4.04,1,257.0,1,24032,1,1,1,0,1,1,,80.6,0,,,,1.0,0.0,3.0,,1.0,,,,,1.0,0.0,8.0,,,,,,,1.0,0.0,3.0,0,,0
4725952,317067,2013-05-21 18:17:57,5,219,,,219,47612,3,4.0,1,1.1,0.0008,5.0,7,93.0,0,24131,2,24,2,0,1,1,,14.9,1,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,0,,0
1065072,71122,2012-12-17 16:44:06,5,219,,,219,82124,3,4.5,1,1.61,0.6757,5.11,1,98.0,1,28151,1,12,3,0,1,1,,65.73,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,129.82,1
21026,1433,2012-11-19 12:17:17,5,219,,,219,116473,3,4.5,1,1.61,0.0608,4.97,12,79.0,0,12519,1,1,1,0,1,0,,102.14,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
854981,57095,2013-05-27 17:17:52,16,31,,,31,90378,4,4.5,0,3.0,0.0141,4.95,3,253.43,0,11483,1,1,4,0,1,0,,82.44,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0
3499421,234928,2013-06-27 07:14:49,22,92,,,219,62131,5,4.5,1,1.1,0.0059,0.0,16,196.68,1,8347,1,19,1,1,2,0,-4.3655,,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,42.0,,,,,,,0.0,0.0,,0,,0
4175270,280122,2013-05-18 11:07:23,24,216,,,219,51514,2,2.5,1,3.14,0.1959,4.2,30,62.35,0,44,1,82,1,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4676887,313748,2013-05-01 21:49:28,5,219,,,219,21318,3,4.5,1,2.83,0.3871,4.73,20,139.0,0,22134,1,1,1,0,1,1,,270.16,0,,,,0.0,0.0,,0.0,0.0,15.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3124125,209782,2013-01-13 07:33:08,5,219,,,132,19556,4,4.0,1,5.93,0.0838,5.32,20,180.0,1,1815,1,127,2,0,1,0,,4656.99,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
546809,36541,2013-03-17 15:59:38,29,132,,,219,140315,3,4.5,1,1.61,,5.17,18,150.39,0,24488,2,121,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1873140,125719,2013-03-01 07:31:22,5,219,,,219,39730,3,3.5,1,1.61,,4.69,32,89.0,0,5315,1,0,2,1,1,1,,146.2,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2466815,165631,2013-03-12 10:18:45,5,219,,,219,130029,2,2.5,1,3.53,0.1184,3.83,18,43.0,0,18547,5,16,3,2,1,0,,826.49,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
805834,53887,2013-03-19 17:50:24,14,100,,,100,60434,2,3.0,1,2.3,0.0481,4.98,14,102.26,0,10403,1,10,2,0,1,1,,,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
677844,45349,2012-11-21 09:59:50,5,50,,,219,61529,4,4.5,1,5.7,0.1751,5.83,19,315.0,1,5143,9,66,2,0,1,0,,4832.24,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1726185,115934,2013-05-20 10:25:21,18,129,,,129,109583,4,4.0,0,3.5,0.0149,4.5,10,57.97,1,19968,5,25,2,0,1,0,,271.15,0,0.0,0.0,7.0,,,,,,,,,,0.0,0.0,13.0,0.0,0.0,,0.0,0.0,,,,,1,,0
557427,37237,2013-02-20 15:26:28,5,219,,,219,37029,3,4.0,0,2.77,0.0518,5.67,8,250.0,1,27730,5,40,2,0,1,0,,1246.55,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
450385,30185,2013-06-27 18:41:49,5,219,,,219,27421,3,4.5,1,1.95,0.1165,0.0,8,168.0,0,16876,3,18,2,0,1,0,,232.54,0,,,,0.0,0.0,,,,,,,,1.0,0.0,19.0,,,,,,,,,,0,,0
594026,39647,2013-03-15 22:18:25,5,219,,,219,51782,3,4.0,0,3.66,0.0435,4.83,9,142.0,1,10424,1,1,1,0,1,1,-24.5327,161.37,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,0
1694206,113765,2013-06-03 07:36:16,5,219,,,219,27426,2,3.0,0,1.39,0.0041,0.0,18,71.0,0,9459,1,1,1,0,1,0,-33.7617,53.95,0,,,,,,,1.0,0.0,25.0,,,,-1.0,0.0,4.0,,,,,,,-1.0,0.0,4.0,0,,0
118474,7898,2013-05-31 13:23:30,16,31,,,129,93966,2,0.0,0,2.3,0.0001,4.48,31,68.88,0,19968,5,61,2,0,1,0,,523.46,1,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0,,0
1374175,92054,2013-02-11 07:06:59,5,219,,,219,92211,4,4.5,0,4.91,0.7264,5.65,16,229.0,0,4045,4,69,2,0,1,0,,457.17,0,,,,-1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,0,,0
1923433,129104,2013-02-08 16:21:37,15,55,3.08,131.81,13,68014,3,3.5,0,2.2,0.0744,5.09,10,218.08,0,27320,1,19,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
314887,21101,2013-06-10 20:16:35,5,78,,,99,126788,3,3.0,0,0.0,0.0001,0.0,30,159.0,0,3544,2,28,3,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4818962,323394,2013-05-13 13:41:45,24,216,,,100,97345,3,4.5,1,3.99,0.0904,5.38,30,202.68,0,13927,2,36,4,0,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1057651,70644,2013-04-28 08:22:56,5,219,,,219,116063,2,2.5,1,2.4,0.0051,4.94,31,90.0,0,234,1,0,2,0,1,0,-33.4117,63.88,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1421201,95293,2013-06-06 14:17:01,5,219,,,219,101604,4,4.0,1,1.95,0.0736,0.0,10,119.0,0,4075,1,20,2,0,1,0,,1210.16,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,134.47,1
2544354,170803,2013-02-26 11:03:41,24,219,,,31,23650,5,4.0,0,4.54,0.0342,5.38,9,153.62,1,16841,1,4,1,0,1,1,,5012.53,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
1236911,82745,2013-06-04 10:11:34,5,219,,,219,54064,3,4.0,1,3.43,0.0938,0.0,8,169.0,0,27739,2,8,3,2,1,0,-22.034000000000002,228.64,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
3898142,261647,2013-06-14 10:54:31,14,100,,,219,101183,3,4.0,1,1.61,,0.0,20,134.71,0,7220,1,54,4,2,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,3.0,0,,0
1474154,98847,2013-02-27 20:35:35,5,219,,,219,131937,4,4.5,1,2.71,0.0333,5.17,26,159.0,0,5536,1,1,1,0,1,1,,99.65,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3470880,233040,2013-03-01 15:17:01,15,55,,,219,106708,3,4.0,1,2.2,,5.11,22,163.91,0,23055,3,23,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2198783,147665,2013-03-20 22:01:45,5,219,,,59,127010,5,4.5,0,3.56,0.525,5.24,1,136.0,1,21319,3,13,2,1,1,0,,1567.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3546296,238128,2013-04-01 21:27:15,29,132,,,31,32295,3,2.0,0,0.69,0.0001,5.25,19,77.09,0,6785,2,54,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4771484,320127,2013-05-07 21:02:57,15,55,,,55,35939,2,0.0,1,0.69,,4.47,4,77.41,0,5401,1,71,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1331788,89222,2013-03-10 15:54:12,24,216,,,215,35836,4,3.5,1,6.11,0.0587,5.17,19,101.69,1,2303,3,49,2,1,1,0,,,0,1.0,0.0,9.0,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,12.0,,,,0,,0
2903284,195008,2013-01-31 13:56:09,6,202,,,99,69363,0,3.5,0,5.62,0.0132,5.76,6,147.03,0,13292,1,178,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2624848,176150,2013-05-01 17:20:25,5,219,,,219,6647,3,4.5,1,2.3,,4.58,13,204.0,0,13216,4,9,2,0,1,1,,21.98,1,,,,,,,0.0,0.0,17.0,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,17.0,0,,0
4607329,309119,2013-01-30 15:26:20,14,100,,,35,108817,3,0.0,0,0.0,,5.07,31,79.89,0,6934,7,14,2,0,1,0,,2513.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1730314,116212,2012-12-30 12:02:22,16,31,,,31,92708,3,3.5,0,0.69,0.0007,4.96,31,114.99,0,21779,1,1,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3381949,227162,2013-01-27 18:54:43,15,55,,,59,5552,4,4.0,0,4.09,0.0393,5.08,33,105.86,1,5376,1,38,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
161812,10834,2013-04-28 16:50:18,24,216,,,39,61111,4,4.0,1,2.64,0.0043,5.52,12,159.4,1,15122,3,121,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1250292,83673,2012-11-07 17:36:41,5,219,,,219,81119,2,4.0,1,2.08,0.0161,4.18,33,45.0,1,10775,1,3,1,1,1,1,,235.12,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
566911,37875,2013-03-02 16:56:00,15,55,,,219,87918,2,2.5,1,0.69,,4.59,10,109.77,0,15307,4,190,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4736332,317782,2013-05-03 15:56:24,5,219,,,219,14180,3,4.0,0,2.83,0.011000000000000001,4.93,34,204.0,0,7224,3,62,2,0,1,1,,303.32,1,,,,1.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,,0
1448485,97122,2013-05-13 20:52:42,5,219,,,219,43044,4,4.5,0,1.39,0.0057,5.35,18,161.0,1,20268,1,5,2,0,1,1,,173.95,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
4684805,314274,2013-03-19 20:59:16,5,219,,,219,44497,5,5.0,0,1.1,0.1029,6.21,10,585.0,0,16673,2,38,2,0,1,1,-9.0224,255.6,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4351592,291983,2013-05-28 23:50:16,15,181,,,215,26390,4,4.0,1,2.48,0.0473,4.63,1,69.18,1,22879,1,25,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,6.0,,,,0,,0
2748393,184516,2013-02-01 16:33:06,5,219,,,219,11948,4,4.5,0,2.48,0.0301,5.49,3,140.0,1,8347,2,1,2,1,1,1,,6.95,0,,,,0.0,0.0,25.0,0.0,0.0,,,,,0.0,0.0,25.0,,,,,,,0.0,0.0,25.0,0,,0
3735904,250906,2013-04-13 14:05:50,14,100,,,100,30139,2,3.5,1,3.26,0.1362,4.86,16,103.59,0,1996,1,0,2,0,1,1,,0.88,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,15.0,,,,,,,-1.0,0.0,15.0,0,,0
3898784,261690,2013-04-01 16:42:15,15,55,,,55,27137,4,3.5,0,5.41,0.0356,5.38,31,318.31,0,24752,4,133,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1613654,108437,2013-02-23 23:33:37,26,39,,,158,125815,3,3.0,0,2.71,0.1021,4.6,12,60.61,0,21084,1,2,1,0,1,0,,,0,,,,,,,,,,-1.0,0.0,23.0,,,,,,,,,,,,,0,,0
2902682,194959,2013-06-15 10:11:53,24,216,,,117,45493,4,5.0,1,3.97,0.2531,0.0,2,107.37,0,9925,3,27,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,338.2,1
916899,61212,2013-01-15 00:45:55,5,219,,,219,116203,2,3.5,1,0.69,,4.44,16,90.0,0,483,1,3,1,1,1,1,,8.57,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2972198,199579,2013-01-16 00:22:50,24,216,,,225,59773,4,4.5,0,3.64,0.0028,5.27,25,111.2,1,11308,4,5,1,0,1,0,,,0,,,,1.0,0.0,16.0,1.0,0.0,12.0,1.0,0.0,15.0,1.0,0.0,5.0,,,,,,,,,,0,,0
4305215,288860,2013-02-06 22:00:51,16,31,,,99,32505,3,3.5,0,3.64,,5.05,18,144.71,0,14412,1,3,2,0,1,1,,161.99,1,,,,,,,,,,,,,1.0,0.0,13.0,1.0,0.0,13.0,1.0,0.0,10.0,,,,0,,0
437790,29333,2013-01-20 14:42:33,15,55,,,215,3544,3,0.0,0,1.39,,4.51,28,53.95,0,16620,4,129,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1517225,101756,2013-02-19 18:25:24,5,219,,,219,124166,4,4.0,0,4.69,0.1994,5.28,1,129.0,1,18774,3,14,2,0,1,0,,916.99,0,,,,1.0,0.0,17.0,0.0,0.0,,,,,0.0,0.0,19.0,,,,,,,0.0,0.0,19.0,0,,0
1773389,119090,2013-05-11 22:09:26,5,219,,,219,37729,2,4.0,0,2.08,0.0596,4.46,4,128.0,1,2861,2,3,2,0,1,0,,48.48,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
752677,50326,2013-01-11 21:47:38,24,216,,,216,3409,3,3.5,0,4.54,0.0395,4.88,9,126.21,0,20497,1,1,2,0,1,1,,,0,,,,,,,,,,0.0,0.0,41.0,,,,,,,,,,,,,1,,0
4107497,275546,2013-06-23 20:13:51,5,219,,,219,50725,5,4.5,1,1.79,0.0113,0.0,20,174.0,0,16570,2,16,2,2,1,0,,118.22,0,,,,0.0,0.0,8.0,-1.0,0.0,6.0,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,8.0,0,,0
268643,17992,2013-04-01 20:26:48,14,100,,,100,31543,3,0.0,1,3.71,0.0007,4.5,36,128.84,0,19898,2,3,2,1,1,1,,380.3,0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,13.0,0,,0
3500958,235043,2013-01-06 14:01:41,5,219,,,219,7739,3,4.0,1,2.48,0.0342,4.76,27,65.0,1,22134,1,0,1,0,1,0,,1206.17,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,3.0,0,,0
3849264,258389,2013-04-14 18:46:50,14,100,,,219,82688,4,4.5,1,2.71,0.006,5.83,28,318.67,0,15307,3,105,2,1,1,0,,310.09,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
527184,35229,2013-06-28 15:07:55,5,219,,,219,2053,2,3.5,1,2.56,0.1275,0.0,32,72.0,0,21382,3,17,2,0,1,0,,,0,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,15.0,,,,,,,,,,0,,0
4815903,323175,2013-04-02 16:01:34,5,219,,,219,120282,4,4.0,0,3.47,0.0487,4.85,27,192.0,0,4335,2,31,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1927722,129388,2013-05-19 22:35:32,32,220,,,109,123887,4,4.5,0,4.82,0.6322,5.77,10,256.91,0,21531,2,102,2,1,1,1,,9176.63,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
267274,17906,2013-06-20 22:25:24,5,219,,,219,119602,3,4.0,1,1.39,0.0026,0.0,25,85.0,0,14683,1,36,2,2,1,1,,377.45,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1938278,130122,2013-02-25 15:17:41,14,100,,,117,50737,5,4.5,0,4.04,0.0093,4.85,33,108.17,0,1588,2,11,2,0,1,1,,5728.73,0,,,,,,,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,13.0,,,,,,,,,,0,,0
